# Candidate Points
# Name,P15 - Longitudinal - PUL_X=Y 1 body muscle along(Mechanical Model) To Solid(Mechanical Model) Load (N) ,P17 - Longitudinal - PUL_X=Y 1 body muscle along(Mechanical Model) To Solid(Mechanical Model) Load (N) ,P1 - Moment Reaction Maximum X Axis (N m) ,P2 - Moment Reaction Maximum Total (N m) ,P3 - Total Deformation Maximum (m) ,P4 - Total Deformation Average (m) ,P16 - Longitudinal - PUL_X=Y 1 body muscle along(Mechanical Model) To Solid(Mechanical Model) Load (N) ,P18 - Y_directional_deformation_PUL Maximum (mm) ,P19 - Y_directional_deformation_Muscle Maximum (mm) ,P20 - Z_directional_deformation_Muscle Maximum (mm) ,P21 - Z_directional_deformation_PUL Maximum (mm) ,P22 - Y_directional_deformation_PUL Minimum (mm) ,P23 - Y_directional_deformation_Muscle Minimum (mm) ,P24 - Z_directional_deformation_Muscle Minimum (mm) ,P25 - Z_directional_deformation_PUL Minimum (mm) 
Name,P15,P17,P1,P2,P3,P4,P16,P18,P19,P20,P21,P22,P23,P24,P25
Candidate Point 1,1,3,0.0012738120840181829,0.0012895038934516883,0.0011402236923912824,0.00033601719213045329,1,0.98881697654724132,0.98881697654724132,0.24791963398456573,0.680645227432251,0.39053234457969666,0,-1.0580859184265137,-0.25319954752922058
Candidate Point 2,1,2,-0.00010284282724612875,0.00046882979628612193,0.0014230318042388202,0.000337011888745622,1,0.90681225061416626,0.90681225061416626,0.92928588390350342,1.2797811031341553,0.29051920771598816,0,-0.754504919052124,0.41889995336532593
Candidate Point 3,1,1,-0.00047548483241634622,0.0021706837501412929,0.0019663494497923766,0.00044673083910257871,1,0.82943028211593628,0.82943028211593628,1.6483621597290039,1.89116370677948,0.1808745414018631,-0.11696542054414749,-0.49813711643218989,1.0617548227310181
Candidate Point 4,2,5,0.000759832766123101,0.00082296774182587869,0.00203032201091316,0.00057570748860915006,2,1.7074871063232422,1.7074871063232422,0.99010640382766713,1.5959833860397339,0.68788838386535645,0,-1.5533220767974854,0.17101223766803741
Candidate Point 5,2,6,0.002377306917299286,0.0024002980637074524,0.0020416937293944695,0.000607658150976829,2,1.7674171924591064,1.7674171924591064,0.41488781571388245,1.0756067037582397,0.76683461666107178,0,-1.8330274820327759,-0.45880186557769775
